Entry,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (molecular function)
P52919,GO:0071790;GO:0030474,GO:0005623;GO:0005823;GO:0005639;GO:0005816,GO:0008289
P53184,GO:0000183;GO:0006348;GO:1904524;GO:0019358;GO:0001302,GO:0000781;GO:0005737;GO:0005634;GO:0005777,GO:0046872;GO:0008936
P43565,GO:0001324;GO:0034605;GO:0006995;GO:0009267;GO:0035556;GO:0018105;GO:0000160;GO:0010508;GO:1903452;GO:1901992;GO:0045944;GO:0061406;GO:0061408;GO:0051039;GO:0046777;GO:0006468,GO:0005737;GO:0005634,GO:0005524;GO:0004672;GO:0004674
Q08904,GO:0009410;GO:0006351,GO:0005634,GO:0003700;GO:0000981;GO:0043565;GO:0008270
P22289,GO:0009060;GO:0006122;GO:0034551,GO:0016021;GO:0005750;GO:0005739,
Q3E811,,,
P53118,GO:0044255;GO:0016042,GO:0005737;GO:0005634,GO:0047372
P48561,GO:0007049;GO:0051301;GO:0071044;GO:0043629;GO:0071039;GO:0071042;GO:0071035;GO:0071036;GO:0071037;GO:0071038;GO:0071051;GO:0071050;GO:0034475,GO:0005730;GO:0031499,GO:0046872;GO:0004652
P02557,GO:0007010;GO:0045143;GO:0007017;GO:0000226;GO:0000278;GO:0000070;GO:0090307;GO:0030473;GO:0090316;GO:0046677,GO:0005737;GO:0005881;GO:0005828;GO:0005874;GO:0005880;GO:0045298,GO:0003924;GO:0005525;GO:0005200
Q06132,GO:0006972;GO:0042274,GO:0097078;GO:0005730;GO:0005634,GO:0003723
Q99314,GO:0006348,GO:0000790;GO:0000784;GO:0033255,GO:0016407;GO:0004402
Q03516,GO:0006893,GO:0071944;GO:0005783;GO:0000329;GO:0016021;GO:0016020;GO:0005886,GO:0005227
P41895,GO:0070940;GO:0032968;GO:0001111;GO:0080163;GO:0051123;GO:0001174;GO:0006368;GO:0006367,GO:0005674,GO:0003677;GO:0072542
P53078,GO:0009166;GO:0006206,,GO:0008252
P36142,,GO:0005783;GO:0016021,
P47023,GO:0032197,GO:0000943,GO:0003723
Q8TGN4,,,
P47145,GO:0016042,,GO:0016298
Q08984,,,GO:0008080
P47072,,GO:0005737,
P0C5R2,,,
Q8TGL4,,,
Q12269,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
Q99260,GO:0034629;GO:0032258;GO:0006895;GO:0006886;GO:0006891;GO:0016236;GO:0034497;GO:0032482;GO:0042147;GO:0000301;GO:0006890,GO:0005801;GO:0005829;GO:0005794;GO:0005886,GO:0003924;GO:0005525
Q02725,GO:0048016;GO:0016237;GO:0006799;GO:0006797;GO:0007034;GO:0042144,GO:0005783;GO:0000329;GO:0016021;GO:0033254,GO:0005516;GO:0000822
Q3E750,,GO:0005783;GO:0016021,
Q8TGJ2,,,
Q6B0Y7,,,
P53155,GO:0071108,GO:0071944;GO:0005737;GO:0005829;GO:0005634;GO:0005886,GO:0016807;GO:1990380;GO:0004843
P38190,,GO:0016021,
Q08373,,GO:0016021,
P53740,GO:0045332,GO:0005783;GO:0005794;GO:0016021;GO:0005886;GO:0005802,
P53750,GO:0097176,,GO:0052689;GO:0004301
P52491,GO:0045116,,GO:0005524;GO:0019788
P38070,GO:0035556;GO:0018105;GO:0046777;GO:0006468,GO:0005737;GO:0005634,GO:0005524;GO:0004674
P12688,GO:0071311;GO:0071555;GO:0070941;GO:0006897;GO:0006650;GO:0035556;GO:0061093;GO:0090155;GO:0018105;GO:0046777;GO:0006468;GO:0060237;GO:0000749,GO:0005935;GO:0005829;GO:0005886,GO:0005524;GO:0019887;GO:0004674
P29340,GO:0007031;GO:0051865;GO:0016562;GO:0006513;GO:0016567,GO:0005777,GO:0005524;GO:0061631;GO:0004842
P14680,GO:0018105;GO:0018107;GO:0010811;GO:0045893;GO:0045944;GO:0061406;GO:0061408;GO:0010737;GO:0006468,GO:0005737;GO:0005634,GO:0005524;GO:0004672;GO:0004712;GO:0004674;GO:0004713
P0C5N1,,,
P47171,GO:0006336;GO:0071930;GO:0035066;GO:0006368,GO:0000417;GO:0005634,GO:0003714
P46970,GO:0006606,GO:0005737;GO:0005829;GO:0005635;GO:0034399;GO:0005634,GO:0061608;GO:0008536
Q07896,GO:0051301;GO:0006270;GO:0006267;GO:0042273;GO:0006364,GO:0030691;GO:0005656;GO:0005730;GO:0005654;GO:0005634,GO:0003682
P32445,GO:0006264;GO:0000002;GO:0051096;GO:0090297,GO:0042645;GO:0005739,GO:0003697
P32522,GO:0033617;GO:0070134;GO:0042780,GO:0031314;GO:0016021;GO:0005759;GO:0031966;GO:0005739,GO:0003729;GO:0045182;GO:0000049
Q06891,GO:0006276;GO:0030541,GO:0005634,
P40475,GO:0030476;GO:0006855;GO:0055085,GO:0071944;GO:0005887;GO:0005886,GO:0015562
P32828,GO:0006974;GO:0006281;GO:0016925;GO:0016567;GO:0000723;GO:0006511,GO:0000775;GO:0005730;GO:0005634;GO:0033768,GO:0032183;GO:0016740
P53220,GO:0030150,GO:0016021;GO:0005743;GO:0005739;GO:0005744,
P00958,GO:0006431,GO:0005737;GO:0005829;GO:0017102,GO:0005524;GO:0004825
O14464,GO:0032543;GO:0042254,GO:0005762,GO:0003735
P10663,GO:0032543,GO:0005763;GO:0005739,GO:0003735
Q12009,GO:0036265;GO:0106004;GO:0030488;GO:0006400,GO:0005654;GO:0005634;GO:0106143,GO:0008176;GO:0000049
P40204,GO:0000387,GO:0071013;GO:0043186;GO:0034719;GO:0005689;GO:0005685;GO:0005686;GO:0071004;GO:0046540;GO:0005687;GO:0005682,GO:0003723
P26637,GO:0006429;GO:1903432,GO:0005737,GO:0002161;GO:0005524;GO:0004823
P40547,GO:0030437;GO:0045721;GO:0045944;GO:0043161;GO:0007039,GO:0005737;GO:0034657;GO:0005634;GO:0005773,
Q03697,GO:0008643;GO:0015780;GO:0015786,GO:0005801;GO:0030663;GO:0005793;GO:0005794;GO:0000139;GO:0016021,GO:0015297;GO:0005338;GO:0022857
Q99326,GO:0030437;GO:0006338;GO:0016573;GO:0035066;GO:0045944;GO:0006357,GO:0005634;GO:0070461,GO:0003682;GO:0003677;GO:0003713
Q07451,GO:0006888;GO:0006886;GO:0070973,GO:0005783;GO:0005789;GO:0005887,
P38690,GO:0006561,GO:0005737;GO:0005829,GO:0005524;GO:0004349;GO:0003723
P36058,,,
Q03856,GO:0032197,GO:0005737;GO:0000943,GO:0003723
P0CX67,GO:0032197,GO:0005737;GO:0000943,GO:0003723
Q3E7Z2,,,
P53336,GO:0032259,GO:0005730,GO:0008168
P25338,GO:0001561;GO:0046521,GO:0005783;GO:0005789;GO:0016021,GO:0102672
Q12159,GO:0006406;GO:1902281;GO:0043462;GO:0006283,GO:0000346,GO:1990119;GO:0003723
P38332,GO:0032456;GO:0017183,GO:0005737;GO:0005829;GO:0005768,GO:0061685;GO:0051723
Q06104,GO:0007049;GO:0034629,GO:0044695;GO:0005783;GO:0031303;GO:0030173,
P36027,GO:0030242;GO:0000767;GO:0031505;GO:0036498;GO:0010447;GO:0006970,GO:0000324;GO:0005887;GO:0043332,GO:0004888
P40185,GO:0009097;GO:0032543;GO:1901565,GO:0005829;GO:0005759;GO:0005739,GO:0019239
P39936,GO:0034063;GO:0006413,GO:0010494;GO:0016281;GO:0000932,GO:0003729;GO:0003743;GO:0031369
P32179,GO:0042538;GO:0009086;GO:0046854;GO:0000103,GO:0005737;GO:0005634,GO:0008441;GO:0046872;GO:0042578
P47169,GO:0019344;GO:0070814;GO:0009086;GO:0000103;GO:0000097,GO:0071944;GO:0005737;GO:0010494;GO:0000324;GO:0009337,GO:0051539;GO:0010181;GO:0020037;GO:0046872;GO:0050661;GO:0050311;GO:0004783;GO:0016002
P17629,GO:0006974;GO:0006310;GO:0031124;GO:0006406;GO:0045943;GO:2001209;GO:0006283;GO:0006368,GO:0016593;GO:0000781;GO:0000446;GO:0000445,GO:0060090;GO:0003676
P38193,GO:2000002;GO:0006470,GO:0005737;GO:0005634;GO:0030289,GO:0019888
P40025,GO:0016036;GO:0009166;GO:0006206;GO:0090549;GO:0070328,GO:0005737;GO:0005634,GO:0052642;GO:0008252
P38302,GO:0000398,GO:0000974;GO:0071006,
Q03104,GO:0007131,GO:0005783;GO:0005739;GO:0005886,
P31382,GO:0071712;GO:0032527;GO:0006493;GO:0035269;GO:1900101,GO:0097582;GO:0097584;GO:0005783;GO:0005789;GO:0016021,GO:0004169
P46999,GO:0031505,GO:0005576;GO:0009277;GO:0000324,GO:0005199
P32849,GO:0006302;GO:0042275;GO:0070987;GO:0042276;GO:0010994;GO:0006301;GO:0000209,GO:0005623;GO:0000781;GO:0005737;GO:0000790;GO:0005634,GO:0005524;GO:0008094;GO:0000400;GO:0009378;GO:0000403;GO:0008270
P05744,GO:0002181;GO:0042273,GO:0022625,GO:0003735
P36101,GO:0061504,GO:0016021;GO:0005741;GO:0005739,GO:0005524;GO:0061503;GO:0008641
A0A023PYH5,,,
Q8TGM3,,,
Q12249,,GO:0016021,
P25654,,GO:0005737;GO:0005634,GO:0046872
P43539,,,
P38430,,,GO:0016888;GO:0046872
Q04336,GO:0009311,GO:0005737,GO:0004573
P0C5S1,,,
Q12484,,,
P38298,GO:0046513;GO:0046514,GO:0032541;GO:0005783;GO:0000139;GO:0030176,GO:0070774;GO:0050291
A0A023PXF2,,,
Q3E790,GO:0006666;GO:0090154,GO:0005783;GO:0016021;GO:0035339,GO:0008047
Q03899,GO:0016567;GO:0031146,GO:0019005;GO:0005773,GO:0030674
Q3E816,,,
P48569,GO:0006813;GO:1902600,GO:0031305,
P53878,,GO:0005783;GO:0005789;GO:0016021;GO:0005635,GO:0016726
P53976,,GO:0005628,
P26370,GO:0009450;GO:0001080;GO:0019740,GO:0005634,GO:0001228;GO:0000978;GO:0001010;GO:0008270
P06785,GO:0006231;GO:0006235,GO:0005829;GO:0005739;GO:0034399,GO:0004799
Q6B0Y1,,GO:0016021,
Q03879,,,
Q8TGL7,,,
P47012,,,
P43587,GO:0006873;GO:0005977;GO:0007094;GO:0032515;GO:0035308;GO:0032516;GO:1900180,GO:0005623;GO:0005634,GO:0008157;GO:0072542;GO:0004865
P43608,,GO:0016021,
P38290,GO:0006611;GO:0016567,GO:0005634,
Q12273,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
Q3E764,GO:0002181,GO:0005737;GO:0005634,
Q03774,GO:0106004;GO:0006400,GO:0005829;GO:0005654;GO:0005634;GO:0106143;GO:0043527,
P06700,GO:0006333;GO:0006325;GO:0000183;GO:0030466;GO:0006348;GO:0001300;GO:0006303;GO:0097695;GO:1904524;GO:0045910;GO:0008156;GO:0097752;GO:0001302;GO:0007062;GO:0034398,GO:0005677;GO:0005737;GO:0000790;GO:0000784;GO:0005720;GO:0031618;GO:0005724;GO:0005730;GO:0005634;GO:0030869;GO:0034967,GO:0046872;GO:0070403;GO:0017136;GO:0032041;GO:0046969;GO:0046970;GO:0016740
P34226,GO:0034221,GO:0005935;GO:0000131;GO:0005886,GO:0008047
P38839,GO:0006623,GO:0005737,GO:0004857;GO:0004860
Q04947,GO:0048309;GO:0007029;GO:0071788;GO:0071786;GO:0032581;GO:0051292;GO:0034976,GO:0071944;GO:0032541;GO:0005783;GO:0071782;GO:0005794;GO:0071458;GO:0030176;GO:0005739,
P15565,GO:0030488;GO:0002940,GO:0005739;GO:0005635;GO:0005637,GO:0004809;GO:0000049
P34250,,GO:0071944;GO:0005886,
Q02206,GO:0043044;GO:0006337;GO:0006368,GO:0016586,GO:0003682;GO:0070577
P38288,,GO:0071944;GO:0005576;GO:0009277;GO:0000324,
Q3E815,,GO:0016021,
Q3E838,,,
P25639,GO:0008361,GO:0005737;GO:0016021,
O13561,,GO:0016021,
Q07834,,GO:0005737,GO:0003729
Q06251,,GO:0005737,
Q07990,,GO:0031225;GO:0071944;GO:0005576;GO:0009277;GO:0000324,
O13575,,,
Q8TGN0,,,
P38180,,,
P36134,,GO:0005737;GO:0072686;GO:0005634,
A0A023PXG3,,GO:0016021,
Q07355,,GO:0016021,
P53926,,GO:0016021,
Q07613,,,
P53240,GO:0008361,,
P38269,,GO:0016021,
P53242,GO:0045721;GO:0043161;GO:0030163;GO:0007039;GO:0006623;GO:0006970;GO:0042594,GO:0019898;GO:0034657;GO:0005773,
P35200,GO:0032048;GO:0042407;GO:2001246;GO:0046337;GO:0015914,GO:0031314;GO:0005758;GO:0005739,GO:1990050
P32837,GO:0015812;GO:0015847;GO:0055085,GO:0000329;GO:0016021,GO:0015495;GO:0015489
P53278,,GO:0005737;GO:0032126,
Q05919,GO:0045324;GO:0015031;GO:0035493,GO:0010008;GO:0000329;GO:0005794;GO:0034272,GO:0000149
P53287,,GO:0005737;GO:0005634,
Q6B0Y6,,GO:0016021,
P0C261,,GO:0016021,
Q3E824,GO:0015986,GO:0016021;GO:0000276;GO:0005739,
Q12391,GO:0032197,GO:0005737;GO:0000943,GO:0003723
P0C5N3,,GO:0005739,
P60010,GO:0000916;GO:0030476;GO:0007119;GO:0034599;GO:0001300;GO:0006281;GO:0006897;GO:0030010;GO:0000132;GO:0006887;GO:0031505;GO:0016573;GO:0000001;GO:0009306;GO:0000011;GO:0030050,GO:0030479;GO:0015629;GO:0005884;GO:0032432;GO:0005623;GO:0000142;GO:0031011;GO:0035267;GO:0000812,GO:0005524;GO:0042802;GO:0005200
Q01649,GO:0000742;GO:0051321;GO:0000743;GO:0060236,GO:0005737;GO:0005871;GO:0005874;GO:0005634;GO:0005819;GO:0005816,GO:0008017;GO:0003777
P40312,GO:0016126,GO:0005783;GO:0005789;GO:0016021,GO:0009055;GO:0020037;GO:0046872
P02992,GO:0032543;GO:0070125;GO:0006414,GO:0005739,GO:0003924;GO:0005525;GO:0003746
P14922,GO:0006338;GO:0035955;GO:0000122;GO:0016584;GO:0045944;GO:2001020;GO:0006357,GO:0000790;GO:0090568;GO:0005634;GO:0017053,GO:0003682;GO:0031490;GO:0042826;GO:0071558;GO:0000978;GO:0043565;GO:0003713;GO:0003714
Q04080,GO:0016255,GO:0005783;GO:0042765;GO:0016021,GO:0003923
P32354,GO:0007049;GO:0030466;GO:0006348;GO:0006270;GO:0006271;GO:0000727,GO:0000781;GO:0005634;GO:0005657;GO:0031298,GO:0003688;GO:0003690;GO:0046872;GO:0003697
P06242,GO:0006370;GO:0007049;GO:0051301;GO:0070816;GO:1901921;GO:1903654;GO:1900018;GO:1905866;GO:0045944;GO:0006468;GO:0006360;GO:0006366,GO:0005737;GO:0005829;GO:0005634;GO:0005675;GO:0070985,GO:0005524;GO:0004693;GO:0004672;GO:0008353
P54885,GO:0055129;GO:0006561,GO:0005737;GO:0005634,GO:0004350;GO:0050661
Q03429,GO:0034551,GO:0005759;GO:0005739,GO:0044183
Q12163,GO:0000188;GO:0043409,GO:0005737;GO:0005634,GO:0030674
P38086,GO:0032508;GO:0032392;GO:0006310;GO:0006281;GO:0000724;GO:0030491;GO:0045144;GO:0007131,GO:0005634,GO:0005524;GO:0008094;GO:0003678;GO:0003916;GO:0015616;GO:0003690
P31244,GO:0034613;GO:0000715;GO:0016567;GO:0006511,GO:0031463;GO:0000113,GO:0005524;GO:0003677;GO:0004386;GO:0046872
P53331,GO:0000467;GO:0002107;GO:0034415;GO:0034476,GO:0005634,GO:0008408;GO:0000175;GO:0004527;GO:0003723
P17890,GO:0006386;GO:0006384;GO:0042797,GO:0005654;GO:0005666,GO:0003677;GO:0003899
P38987,GO:0051301;GO:0040001;GO:0006886;GO:0031578;GO:1904750;GO:0031536;GO:0032482;GO:1902542,GO:0005623;GO:0005816,GO:0003924;GO:0005525;GO:0044877
P31376,GO:0006338;GO:0007029;GO:0043486,GO:0005739;GO:0005634;GO:0000812,
P32264,GO:0055129;GO:0006561;GO:0034517,GO:0005737;GO:0005829,GO:0005524;GO:0004349;GO:0003723
Q12080,GO:0000463;GO:0000027;GO:0000055;GO:0006364,GO:0005730;GO:0005654;GO:0005634,GO:0008097;GO:0019843
P38191,,GO:0000151,GO:0046872
P50085,GO:0000001;GO:0045861;GO:0006457;GO:0001302,GO:0016021;GO:0005743;GO:0005739,
P25644,GO:0007049;GO:0051301;GO:0033962;GO:0000290;GO:0001731;GO:0006397;GO:0045947;GO:0006446,GO:0005737;GO:0010494;GO:0022627;GO:0000776;GO:1990726;GO:0005634;GO:0000932,GO:0003682;GO:0003729;GO:0003723
P53903,GO:0015031,GO:0005783;GO:0005789;GO:0016021;GO:0005635;GO:0031965,
P33755,GO:0071629;GO:0006274;GO:0071712;GO:0072671;GO:0051228;GO:0051028;GO:0051974;GO:0070651;GO:1900182;GO:0043161;GO:0072665;GO:0030970;GO:1990116;GO:0030433;GO:0006511,GO:0036266;GO:0005737;GO:0000837;GO:0000839;GO:0031965;GO:0042175;GO:0005634;GO:0048471;GO:0030894;GO:1990112;GO:0034098,GO:0043130;GO:0031625
P12945,GO:0017196;GO:0006474,GO:0005737;GO:0005739;GO:0031415,GO:0043022
Q02629,GO:0006406;GO:0031990;GO:0006607;GO:0045893;GO:0000973;GO:0006606;GO:0036228;GO:0006405;GO:0034398,GO:0031965;GO:0005643;GO:0044613;GO:0044614,GO:0008139;GO:0003723;GO:0017056
P40476,,GO:0005935;GO:0000324;GO:0016021,
P33200,GO:2001040;GO:0045944;GO:0006351,GO:0005737;GO:0005634,GO:0001228;GO:0000978;GO:0008270
Q05648,GO:0070131,GO:0016021;GO:0005743,
Q12223,GO:0006277;GO:0000733;GO:0000724;GO:0045002;GO:0043504;GO:0006312;GO:2000278;GO:0000722,GO:0005737;GO:0005759;GO:0005634,
Q08647,GO:0000455;GO:0006397;GO:1990481;GO:0008380;GO:0031120;GO:0006400;GO:0031119,GO:0031429;GO:0005737;GO:0005654;GO:0005634,GO:0009982;GO:0003723;GO:0106029
P10355,GO:0033617;GO:0070131,GO:0031305;GO:0005743;GO:0005739,GO:0003743
P04050,GO:0001172;GO:0006366;GO:0019985,GO:0010494;GO:0005739;GO:0005634;GO:0005665,GO:0003677;GO:0003899;GO:0046872
Q02326,GO:0002181;GO:0000027,GO:0022625,GO:0003723;GO:0003735
P0CY07,GO:0045895;GO:0007532;GO:0006357,GO:0005634,GO:0008301;GO:0003713
Q06504,GO:0000001;GO:0017196;GO:0032956;GO:0030433,GO:0005737;GO:0031416,GO:0004596
Q08931,GO:0000742;GO:0048288,GO:0005737;GO:0031316;GO:0016021;GO:0005635;GO:0034399;GO:0005816,
Q03028,GO:0015810;GO:0015813;GO:0043490;GO:0006839,GO:0016021;GO:0005743;GO:0005739,GO:0005310;GO:0015183;GO:0005313
P43619,GO:0034354;GO:0009435;GO:0034213,GO:0005737;GO:0005634,GO:0004514
P40035,GO:0006878;GO:0035434;GO:0035435,GO:0005623;GO:0031305;GO:0005739,GO:0005375;GO:0005315
P07275,GO:0006537;GO:0010133;GO:0006560,GO:0005743;GO:0005759;GO:0005739,GO:0003842;GO:0016620
Q9ZZW2,,GO:0005739,
P25560,GO:0006621;GO:0006890,GO:0030137;GO:0030134;GO:0005783;GO:0000324;GO:0030173,
P32628,GO:0000122;GO:0006289;GO:0043161;GO:0006517;GO:0030433,GO:0005829;GO:0005739;GO:0005654;GO:0000111;GO:0000502,GO:0003684;GO:0031593;GO:0070628;GO:0030674;GO:0043130
P29461,GO:0000188;GO:0051457;GO:0035335;GO:0006470;GO:0043937,GO:0005737;GO:0005634,GO:0004725
Q00245,GO:0051017;GO:0007015;GO:0030950;GO:0045921;GO:0090338;GO:0032956;GO:0030334;GO:0008360;GO:0007266,GO:0005938;GO:0032153;GO:0005933;GO:0005737;GO:0005829;GO:0043231;GO:0005886,GO:0003924;GO:0005525;GO:0019901
P36070,GO:0006361,GO:0005730;GO:0005634,GO:0000182;GO:0001042;GO:0001181;GO:0001179
P25367,,GO:0005829;GO:0005634,GO:0042802
P18852,GO:0007186;GO:0000750,GO:0120171;GO:0071944;GO:0005737;GO:0031680;GO:0005834;GO:0005886,GO:0031681
P09064,GO:0001732;GO:0001731,GO:0016282;GO:0005850;GO:0043614,GO:0046872;GO:0003729;GO:0003743;GO:0031369
P01094,GO:0010951;GO:0007039,GO:0005737;GO:0005634;GO:0032991;GO:0005773,GO:0019828;GO:0004866;GO:0002020
Q12493,GO:0051301;GO:0051321,GO:0000777;GO:0000776;GO:0005634,
P38089,GO:0006470,GO:0005737,GO:0004724;GO:0046872;GO:0004722
P35182,GO:0000188;GO:0051389;GO:0000001;GO:0043409;GO:0035970;GO:0000750;GO:0006470;GO:0006388,GO:0005737;GO:0005634,GO:0004724;GO:1990439;GO:0046872;GO:0004722
P38969,GO:0032979;GO:0046677,GO:0031305;GO:0005739,
P30771,GO:0030466;GO:0006310;GO:0008298;GO:0000956;GO:0070478;GO:0000184;GO:0016567;GO:0006449,GO:0005737;GO:0005634;GO:0005844,GO:0016887;GO:0005524;GO:0003677;GO:0003729;GO:0043024;GO:0003723;GO:0003724;GO:0008270
P52553,GO:0051131;GO:0032968;GO:0006457;GO:0007021,GO:0005737;GO:0005634;GO:0016272,GO:0051087;GO:0015631;GO:0051082
P40530,GO:0015976;GO:0034622;GO:0006006;GO:0018105;GO:0006468,GO:0005759;GO:0005739,GO:0005524;GO:0004672;GO:0004740
Q03125,GO:0000433;GO:0043709;GO:0071475;GO:1900464;GO:1900463;GO:2000221;GO:0000122;GO:0090606,GO:0000790;GO:0005634;GO:0031519;GO:0005667,GO:0003677;GO:0001227;GO:0046872;GO:0000980;GO:0000978;GO:0001103;GO:0043565
Q08818,GO:0007131,GO:0005759;GO:0005739,GO:0003729
P20051,GO:0006207;GO:0044205;GO:0006221,GO:0005737;GO:0005634,GO:0004151;GO:0046872
Q06244,GO:0000455;GO:0001522;GO:0000154,GO:0005739,GO:0009982;GO:0004730;GO:0003723;GO:0120159
Q12754,GO:0000462;GO:0042254,GO:0030686;GO:0005737;GO:0005730;GO:0005634;GO:0030688;GO:0005840,GO:0003729
P0CX50,GO:0002181,GO:0022625,GO:0003735
Q12270,,GO:0005794;GO:0000139;GO:0016021;GO:0034399,GO:0004175;GO:0004252
Q12318,GO:0000730;GO:0070987;GO:0000725,GO:0005737;GO:0005829;GO:0005634;GO:0097196;GO:0035861,
P08525,GO:0009060;GO:0006122,GO:0005750;GO:0005739,GO:0008121
P05743,GO:0002181;GO:0042273,GO:0022625,GO:0003723;GO:0003735
P14736,GO:0006265;GO:0006298;GO:0000122;GO:0006289;GO:0043161,GO:0005737;GO:0005829;GO:0000111;GO:0005634;GO:0071942,GO:0003684;GO:1990165;GO:0003697
P20433,GO:0031990;GO:0000288;GO:0045948;GO:0034402;GO:0001172;GO:0006366;GO:0006367,GO:0005737;GO:0005634;GO:0000932;GO:0005665,GO:0003899;GO:0000166;GO:0031369
P06773,GO:0006231;GO:0006226,GO:0005737,GO:0004132;GO:0008270
P32469,GO:0017183,GO:0005737,GO:0004164
Q08225,GO:0006508,GO:0005737;GO:0005634,GO:0008239;GO:0046872;GO:0008237
P53938,GO:0034599;GO:0006487,GO:0005783;GO:0005789;GO:0016021,
Q12068,GO:0008204;GO:0030447;GO:0006694,GO:0005737;GO:0005634,GO:0003854;GO:0046568;GO:0043892;GO:0016491;GO:0016616
Q06409,GO:0000422;GO:0035556;GO:0007264,GO:0005737;GO:0005739;GO:0005886,GO:0005085
Q08558,GO:0006635,GO:0005737;GO:0005782;GO:0005777,GO:0004165
P14741,GO:1903833;GO:0006446;GO:0006413,GO:0005829;GO:0005851;GO:0032045,GO:0030234;GO:0003743
P54005,GO:0001403;GO:0007124,GO:0005737,
Q03018,GO:0006915;GO:0051307;GO:0000070;GO:0032515;GO:1904750;GO:0031536;GO:0032888,GO:0005737;GO:0005739;GO:0072686;GO:0044732;GO:0005634;GO:0005819,GO:0004197
Q07786,GO:0019318,,GO:0046526;GO:0003939;GO:0008270
P10081,GO:0002183;GO:0006413,GO:0005737;GO:0010494;GO:0016281;GO:0005886,GO:0005524;GO:0003723;GO:0008186;GO:0003724;GO:0003743
P00549,GO:0006096;GO:0006090,GO:0005737;GO:0005886,GO:0005524;GO:0016301;GO:0000287;GO:0030955;GO:0004743
P14743,GO:0018008;GO:0001302,GO:0005737;GO:0005829,GO:0004379
Q03455,GO:0006882;GO:0055085;GO:0006829,GO:0005623;GO:0005783;GO:0005789;GO:0005794;GO:0016021;GO:0031965,GO:0005385
Q9ZZX8,,GO:0005739,
Q9ZZX7,,GO:0005739,
P53972,GO:0070475,GO:0005730;GO:0005634,GO:0003723;GO:0009383
P38344,GO:0007117;GO:0000278;GO:0006913;GO:0042273,GO:0005737;GO:0030687,GO:0043565;GO:0008270
Q12224,GO:0007275;GO:0045944;GO:0036003;GO:0060256;GO:1903450;GO:0007165,GO:0005634,GO:0008301;GO:0000981;GO:0051019;GO:0046983;GO:0000977;GO:0043565;GO:0008134;GO:0044212
P38883,GO:0006267;GO:0030174;GO:0000027;GO:0006364,GO:0005829;GO:0005654;GO:0005634;GO:0097344,GO:0003682
P53112,GO:0016560,GO:1990429;GO:0005778;GO:1990415,GO:0030674;GO:0005102
P13259,GO:0006657;GO:0006656,GO:0016020;GO:0042564;GO:0005635;GO:0005634,GO:0004105;GO:0031210
P47084,,GO:0005739,
Q03880,GO:0070072,GO:0005783;GO:0030176,
P25502,GO:2001158;GO:0045944;GO:0006560;GO:0006351;GO:0000972,GO:0005634,GO:0001228;GO:0000978;GO:0043565;GO:0008270
P11745,GO:0090630;GO:0006348;GO:0006606;GO:0000054;GO:0006404;GO:0006407;GO:0006409,GO:0000781;GO:0005829;GO:0005634,GO:0005096;GO:0008536
P07390,GO:0070131,GO:0005743;GO:0005739,GO:0045182
P04449,GO:1902626;GO:0002181;GO:0000027;GO:0006412,GO:0022625,GO:0003723;GO:0003735
Q12192,GO:0000122;GO:0032298,GO:0000118,GO:0030674
Q08745,GO:0034198;GO:0002181;GO:0045860;GO:0000028;GO:0006407,GO:0022627,GO:0003735
Q08774,,GO:0005739,
Q03465,GO:0000122;GO:0097201;GO:0045944;GO:0061395;GO:0036003;GO:0006282,GO:0005737;GO:0005634,GO:0001228;GO:0000978
P40317,GO:0010737,GO:0005634,
Q04053,GO:0015031;GO:0042147,GO:0005829;GO:0005768;GO:0010008;GO:0005770,GO:0032266;GO:0035091
P48606,GO:0007023;GO:0006457;GO:0007021,GO:0005737;GO:0005829;GO:0005874;GO:0015630,GO:0048487;GO:0015631
P53038,GO:0034502;GO:0050821;GO:0000723;GO:0007004,GO:0070209;GO:0005829;GO:0000784;GO:0031931;GO:0031932,GO:0051879;GO:0042162
P53200,GO:0018023,GO:0005737,GO:0003676;GO:0016279
P33309,GO:0051301;GO:0051321;GO:0070651;GO:0070966;GO:0070481;GO:0045727;GO:0032790;GO:0071025;GO:0006412,GO:0005737;GO:1990533,GO:0004521;GO:0046872;GO:0043022
P09950,GO:0006783;GO:0006782,GO:0005759;GO:0005739,GO:0003870;GO:0030170
P32807,GO:0071480;GO:0071481;GO:0006333;GO:0030466;GO:0099114;GO:0006348;GO:0000727;GO:0000724;GO:0006303;GO:0097695;GO:0097552;GO:0000723,GO:0099115;GO:0043564;GO:0000790;GO:0000784;GO:0005635;GO:0005724,GO:0005524;GO:0003684;GO:0003678;GO:0070034;GO:0042162
P32488,GO:0009060,,
Q04806,GO:0006749,GO:0005737,GO:0004364
P32480,GO:0030702;GO:0006336;GO:0000070;GO:0000122;GO:0031935;GO:0006368,GO:0000775;GO:0005829;GO:0000417;GO:0000790;GO:0005634,GO:0003714
